+---------------------------------+-------------------------------------------------+---------------------+---------------------+---------------------+
|             Log File            |                    Slot Name                    | Transfer Start Time |  Transfer End Time  |     Job End Time    |
| condorOutput/jobraj_990.108.log | SlotName: slot109_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:32 | 2024-05-29 10:30:45 | 2024-05-29 14:29:02 |
| condorOutput/jobraj_990.109.log | SlotName: slot110_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:32 | 2024-05-29 10:30:45 | 2024-05-29 13:48:11 |
|  condorOutput/jobraj_990.11.log |  SlotName: slot12_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:23 | 2024-05-29 14:12:17 |
| condorOutput/jobraj_990.110.log | SlotName: slot111_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:32 | 2024-05-29 10:30:45 | 2024-05-29 14:15:51 |
| condorOutput/jobraj_990.111.log | SlotName: slot112_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:32 | 2024-05-29 10:30:41 | 2024-05-29 13:04:24 |
| condorOutput/jobraj_990.112.log | SlotName: slot113_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:32 | 2024-05-29 10:30:44 | 2024-05-29 13:41:41 |
| condorOutput/jobraj_990.113.log | SlotName: slot114_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:43 | 2024-05-29 13:39:46 |
| condorOutput/jobraj_990.114.log | SlotName: slot115_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:34 | 2024-05-29 10:30:45 | 2024-05-29 14:02:30 |
| condorOutput/jobraj_990.115.log | SlotName: slot116_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:43 | 2024-05-29 13:40:29 |
| condorOutput/jobraj_990.116.log | SlotName: slot117_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:44 | 2024-05-29 13:15:35 |
| condorOutput/jobraj_990.117.log | SlotName: slot118_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:45 | 2024-05-29 14:05:25 |
| condorOutput/jobraj_990.118.log | SlotName: slot119_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:45 | 2024-05-29 13:50:49 |
| condorOutput/jobraj_990.119.log | SlotName: slot120_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:44 | 2024-05-29 14:21:58 |
|  condorOutput/jobraj_990.12.log |  SlotName: slot13_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:24 | 2024-05-29 12:34:41 |
| condorOutput/jobraj_990.120.log | SlotName: slot121_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:45 | 2024-05-29 13:15:03 |
| condorOutput/jobraj_990.121.log | SlotName: slot122_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:34 | 2024-05-29 10:30:45 | 2024-05-29 13:16:25 |
| condorOutput/jobraj_990.122.log | SlotName: slot123_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:33 | 2024-05-29 10:30:45 | 2024-05-29 13:08:27 |
| condorOutput/jobraj_990.123.log | SlotName: slot124_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:35 | 2024-05-29 10:30:45 | 2024-05-29 13:10:06 |
| condorOutput/jobraj_990.124.log | SlotName: slot125_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:35 | 2024-05-29 10:30:45 | 2024-05-29 13:25:23 |
| condorOutput/jobraj_990.125.log | SlotName: slot126_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:35 | 2024-05-29 10:30:45 | 2024-05-29 14:08:53 |
| condorOutput/jobraj_990.126.log | SlotName: slot127_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:35 | 2024-05-29 10:30:45 | 2024-05-29 13:55:26 |
| condorOutput/jobraj_990.127.log | SlotName: slot128_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:35 | 2024-05-29 10:30:44 | 2024-05-29 14:11:30 |
| condorOutput/jobraj_990.128.log |  SlotName: slot1_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:02 | 2024-05-29 10:30:04 | 2024-05-29 12:59:06 |
| condorOutput/jobraj_990.129.log |  SlotName: slot2_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:02 | 2024-05-29 10:30:04 | 2024-05-29 13:09:01 |
|  condorOutput/jobraj_990.13.log |  SlotName: slot14_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:06 | 2024-05-29 12:35:05 |
| condorOutput/jobraj_990.130.log |  SlotName: slot3_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:09:05 |
| condorOutput/jobraj_990.131.log |  SlotName: slot4_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:03 | 2024-05-29 10:30:11 | 2024-05-29 13:47:22 |
| condorOutput/jobraj_990.132.log |  SlotName: slot5_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:28:42 |
| condorOutput/jobraj_990.133.log |  SlotName: slot6_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:08:00 |
| condorOutput/jobraj_990.134.log |  SlotName: slot7_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:38:19 |
| condorOutput/jobraj_990.135.log |  SlotName: slot8_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:03:01 |
| condorOutput/jobraj_990.136.log |  SlotName: slot9_1@simclu-wn02.ino.tifr.res.in  | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:05:53 |
| condorOutput/jobraj_990.137.log |  SlotName: slot10_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:52:03 |
| condorOutput/jobraj_990.138.log |  SlotName: slot11_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:28:56 |
| condorOutput/jobraj_990.139.log |  SlotName: slot12_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:01:23 |
|  condorOutput/jobraj_990.14.log |  SlotName: slot15_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:11 | 2024-05-29 14:15:20 |
| condorOutput/jobraj_990.140.log |  SlotName: slot13_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 14:19:27 |
| condorOutput/jobraj_990.141.log |  SlotName: slot14_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:06 | 2024-05-29 13:15:48 |
| condorOutput/jobraj_990.142.log |  SlotName: slot15_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:06 | 2024-05-29 14:04:32 |
| condorOutput/jobraj_990.143.log |  SlotName: slot16_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:28 | 2024-05-29 13:53:58 |
| condorOutput/jobraj_990.144.log |  SlotName: slot17_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:05 | 2024-05-29 13:16:15 |
| condorOutput/jobraj_990.145.log |  SlotName: slot18_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:26 | 2024-05-29 13:57:44 |
| condorOutput/jobraj_990.146.log |  SlotName: slot19_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:18 | 2024-05-29 13:17:55 |
| condorOutput/jobraj_990.147.log |  SlotName: slot20_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:06 | 2024-05-29 13:32:26 |
| condorOutput/jobraj_990.148.log |  SlotName: slot21_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:06 | 2024-05-29 13:29:53 |
| condorOutput/jobraj_990.149.log |  SlotName: slot22_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:29 | 2024-05-29 13:50:58 |
|  condorOutput/jobraj_990.15.log |  SlotName: slot16_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:03 | 2024-05-29 10:30:10 | 2024-05-29 12:35:25 |
| condorOutput/jobraj_990.150.log |  SlotName: slot23_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:07 | 2024-05-29 13:52:26 |
| condorOutput/jobraj_990.151.log |  SlotName: slot24_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:09 | 2024-05-29 13:46:55 |
| condorOutput/jobraj_990.152.log |  SlotName: slot25_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:25 | 2024-05-29 13:41:36 |
| condorOutput/jobraj_990.153.log |  SlotName: slot26_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:22 | 2024-05-29 13:15:54 |
| condorOutput/jobraj_990.154.log |  SlotName: slot27_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:25 | 2024-05-29 13:51:09 |
| condorOutput/jobraj_990.155.log |  SlotName: slot28_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:09 | 2024-05-29 13:11:26 |
| condorOutput/jobraj_990.156.log |  SlotName: slot29_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:21 | 2024-05-29 13:55:37 |
| condorOutput/jobraj_990.157.log |  SlotName: slot30_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:20 | 2024-05-29 13:09:43 |
| condorOutput/jobraj_990.158.log |  SlotName: slot31_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:12 | 2024-05-29 13:04:23 |
| condorOutput/jobraj_990.159.log |  SlotName: slot32_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:10 | 2024-05-29 13:43:02 |
|  condorOutput/jobraj_990.16.log |  SlotName: slot17_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:09 | 2024-05-29 13:43:10 |
| condorOutput/jobraj_990.160.log |  SlotName: slot33_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:09 | 2024-05-29 13:29:54 |
| condorOutput/jobraj_990.161.log |  SlotName: slot34_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:11 | 2024-05-29 13:02:30 |
| condorOutput/jobraj_990.162.log |  SlotName: slot35_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:25 | 2024-05-29 14:23:23 |
| condorOutput/jobraj_990.163.log |  SlotName: slot36_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:31 | 2024-05-29 13:39:53 |
| condorOutput/jobraj_990.164.log |  SlotName: slot37_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:16 | 2024-05-29 13:58:18 |
| condorOutput/jobraj_990.165.log |  SlotName: slot38_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:32 | 2024-05-29 13:34:21 |
| condorOutput/jobraj_990.166.log |  SlotName: slot39_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:10 | 2024-05-29 13:47:40 |
| condorOutput/jobraj_990.167.log |  SlotName: slot40_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:09 | 2024-05-29 13:00:35 |
| condorOutput/jobraj_990.168.log |  SlotName: slot41_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:09 | 2024-05-29 14:18:58 |
| condorOutput/jobraj_990.169.log |  SlotName: slot42_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:24 | 2024-05-29 14:16:41 |
|  condorOutput/jobraj_990.17.log |  SlotName: slot18_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:06 | 2024-05-29 13:02:51 |
| condorOutput/jobraj_990.170.log |  SlotName: slot43_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:32 | 2024-05-29 13:09:23 |
| condorOutput/jobraj_990.171.log |  SlotName: slot44_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:32 | 2024-05-29 13:09:28 |
| condorOutput/jobraj_990.172.log |  SlotName: slot45_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:22 | 2024-05-29 13:05:48 |
| condorOutput/jobraj_990.173.log |  SlotName: slot46_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:12 | 2024-05-29 12:59:30 |
| condorOutput/jobraj_990.174.log |  SlotName: slot47_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:05 | 2024-05-29 10:30:32 | 2024-05-29 13:39:59 |
| condorOutput/jobraj_990.175.log |  SlotName: slot48_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:32 | 2024-05-29 13:53:42 |
| condorOutput/jobraj_990.176.log |  SlotName: slot49_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:32 | 2024-05-29 13:34:29 |
| condorOutput/jobraj_990.177.log |  SlotName: slot50_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:23 | 2024-05-29 13:57:18 |
| condorOutput/jobraj_990.178.log |  SlotName: slot51_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:32 | 2024-05-29 14:18:07 |
| condorOutput/jobraj_990.179.log |  SlotName: slot52_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:32 | 2024-05-29 13:57:23 |
|  condorOutput/jobraj_990.18.log |  SlotName: slot19_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:12 | 2024-05-29 14:04:55 |
| condorOutput/jobraj_990.180.log |  SlotName: slot53_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:33 | 2024-05-29 13:52:35 |
| condorOutput/jobraj_990.181.log |  SlotName: slot54_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:33 | 2024-05-29 13:10:03 |
| condorOutput/jobraj_990.182.log |  SlotName: slot55_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:33 | 2024-05-29 13:19:11 |
| condorOutput/jobraj_990.183.log |  SlotName: slot56_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:33 | 2024-05-29 13:15:40 |
| condorOutput/jobraj_990.184.log |  SlotName: slot57_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:33 | 2024-05-29 13:03:00 |
| condorOutput/jobraj_990.185.log |  SlotName: slot58_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:32 | 2024-05-29 12:59:44 |
| condorOutput/jobraj_990.186.log |  SlotName: slot59_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:34 | 2024-05-29 13:41:16 |
| condorOutput/jobraj_990.187.log |  SlotName: slot60_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:06 | 2024-05-29 10:30:32 | 2024-05-29 13:52:26 |
| condorOutput/jobraj_990.188.log |  SlotName: slot61_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:19 | 2024-05-29 13:31:29 |
| condorOutput/jobraj_990.189.log |  SlotName: slot62_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:16 | 2024-05-29 13:17:00 |
|  condorOutput/jobraj_990.19.log |  SlotName: slot20_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:08 | 2024-05-29 14:03:23 |
| condorOutput/jobraj_990.190.log |  SlotName: slot63_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:33 | 2024-05-29 14:20:33 |
| condorOutput/jobraj_990.191.log |  SlotName: slot64_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:33 | 2024-05-29 13:50:20 |
| condorOutput/jobraj_990.192.log |  SlotName: slot65_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:21 | 2024-05-29 13:03:56 |
| condorOutput/jobraj_990.193.log |  SlotName: slot66_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:31 | 2024-05-29 13:21:43 |
| condorOutput/jobraj_990.194.log |  SlotName: slot67_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:33 | 2024-05-29 14:20:28 |
| condorOutput/jobraj_990.195.log |  SlotName: slot68_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:07 | 2024-05-29 10:30:21 | 2024-05-29 14:24:50 |
| condorOutput/jobraj_990.196.log |  SlotName: slot69_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:09 | 2024-05-29 10:30:21 | 2024-05-29 13:50:09 |
| condorOutput/jobraj_990.197.log |  SlotName: slot70_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:08 | 2024-05-29 10:30:35 | 2024-05-29 14:02:41 |
| condorOutput/jobraj_990.198.log |  SlotName: slot71_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:09 | 2024-05-29 10:30:35 | 2024-05-29 13:20:40 |
| condorOutput/jobraj_990.199.log |  SlotName: slot72_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:09 | 2024-05-29 10:30:22 | 2024-05-29 14:09:30 |
|  condorOutput/jobraj_990.2.log  |  SlotName: slot3_1@simclu-wn01.ino.tifr.res.in  | 2024-05-29 10:30:01 | 2024-05-29 10:30:04 | 2024-05-29 14:08:26 |
|  condorOutput/jobraj_990.20.log |  SlotName: slot21_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:06 | 2024-05-29 14:04:34 |
| condorOutput/jobraj_990.200.log |  SlotName: slot73_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:09 | 2024-05-29 10:30:36 | 2024-05-29 13:28:40 |
| condorOutput/jobraj_990.201.log |  SlotName: slot74_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:10 | 2024-05-29 10:30:36 | 2024-05-29 13:48:27 |
| condorOutput/jobraj_990.202.log |  SlotName: slot75_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:10 | 2024-05-29 10:30:36 | 2024-05-29 13:13:36 |
| condorOutput/jobraj_990.203.log |  SlotName: slot76_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:10 | 2024-05-29 10:30:37 | 2024-05-29 13:57:28 |
| condorOutput/jobraj_990.204.log |  SlotName: slot77_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:10 | 2024-05-29 10:30:22 | 2024-05-29 13:45:25 |
| condorOutput/jobraj_990.205.log |  SlotName: slot78_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:11 | 2024-05-29 10:30:37 | 2024-05-29 13:25:17 |
| condorOutput/jobraj_990.206.log |  SlotName: slot79_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:12 | 2024-05-29 10:30:40 | 2024-05-29 14:04:31 |
| condorOutput/jobraj_990.207.log |  SlotName: slot80_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:12 | 2024-05-29 10:30:37 | 2024-05-29 13:26:34 |
| condorOutput/jobraj_990.208.log |  SlotName: slot81_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:12 | 2024-05-29 10:30:32 | 2024-05-29 13:08:56 |
| condorOutput/jobraj_990.209.log |  SlotName: slot82_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:13 | 2024-05-29 10:30:38 | 2024-05-29 13:36:05 |
|  condorOutput/jobraj_990.21.log |  SlotName: slot22_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:12 | 2024-05-29 14:12:18 |
| condorOutput/jobraj_990.210.log |  SlotName: slot83_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:14 | 2024-05-29 10:30:39 | 2024-05-29 13:31:18 |
| condorOutput/jobraj_990.211.log |  SlotName: slot84_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:17 | 2024-05-29 10:30:39 | 2024-05-29 13:45:24 |
| condorOutput/jobraj_990.212.log |  SlotName: slot85_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:16 | 2024-05-29 10:30:22 | 2024-05-29 14:12:18 |
| condorOutput/jobraj_990.213.log |  SlotName: slot86_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:18 | 2024-05-29 10:30:40 | 2024-05-29 14:06:16 |
| condorOutput/jobraj_990.214.log |  SlotName: slot87_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:20 | 2024-05-29 10:30:39 | 2024-05-29 13:01:33 |
| condorOutput/jobraj_990.215.log |  SlotName: slot88_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:19 | 2024-05-29 10:30:40 | 2024-05-29 13:14:48 |
| condorOutput/jobraj_990.216.log |  SlotName: slot89_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:21 | 2024-05-29 10:30:41 | 2024-05-29 13:06:20 |
| condorOutput/jobraj_990.217.log |  SlotName: slot90_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:21 | 2024-05-29 10:30:42 | 2024-05-29 13:20:32 |
| condorOutput/jobraj_990.218.log |  SlotName: slot91_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:21 | 2024-05-29 10:30:42 | 2024-05-29 13:44:11 |
| condorOutput/jobraj_990.219.log |  SlotName: slot92_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:21 | 2024-05-29 10:30:42 | 2024-05-29 14:20:05 |
|  condorOutput/jobraj_990.22.log |  SlotName: slot23_1@simclu-wn01.ino.tifr.res.in | 2024-05-29 10:30:04 | 2024-05-29 10:30:07 | 2024-05-29 14:03:14 |
| condorOutput/jobraj_990.220.log |  SlotName: slot93_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:22 | 2024-05-29 10:30:26 | 2024-05-29 13:15:26 |
| condorOutput/jobraj_990.221.log |  SlotName: slot94_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:21 | 2024-05-29 10:30:42 | 2024-05-29 13:37:54 |
| condorOutput/jobraj_990.222.log |  SlotName: slot95_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:22 | 2024-05-29 10:30:26 | 2024-05-29 13:32:50 |
| condorOutput/jobraj_990.223.log |  SlotName: slot96_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:22 | 2024-05-29 10:30:31 | 2024-05-29 13:07:02 |
| condorOutput/jobraj_990.224.log |  SlotName: slot97_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:23 | 2024-05-29 10:30:26 | 2024-05-29 14:12:18 |
| condorOutput/jobraj_990.225.log |  SlotName: slot98_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:24 | 2024-05-29 10:30:43 | 2024-05-29 13:35:32 |
| condorOutput/jobraj_990.226.log |  SlotName: slot99_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:25 | 2024-05-29 10:30:43 | 2024-05-29 13:35:06 |
| condorOutput/jobraj_990.227.log | SlotName: slot100_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:25 | 2024-05-29 10:30:42 | 2024-05-29 13:55:51 |
| condorOutput/jobraj_990.228.log | SlotName: slot101_1@simclu-wn02.ino.tifr.res.in | 2024-05-29 10:30:26 | 2024-05-29 10:30:30 | 2024-05-29 13:18:18 |
